conversation_id_str,full_text,category,user_id_str,username,created_at,tokenized,stemmed
1794680949357329920,jangan lewatkan kesempatan daftar program studi independen bersertifikat batch program kamu pilih sesuai minat karier â_xd_ data engineer for entry level â_xd_ qa engineer for entry level â_xd_ copywriting for entry level content strategist,pengalaman keseluruhan,1.50581131782718e+18,digital_skola,Sun May 26 10:44:44 +0000 2024,"['jangan', 'lewatkan', 'kesempatan', 'daftar', 'program', 'studi', 'independen', 'bersertifikat', 'batch', 'program', 'kamu', 'pilih', 'sesuai', 'minat', 'karier', 'â_xd_', 'data', 'engineer', 'for', 'entry', 'level', 'â_xd_', 'qa', 'engineer', 'for', 'entry', 'level', 'â_xd_', 'copywriting', 'for', 'entry', 'level', 'content', 'strategist']",jangan lewat sempat daftar program studi independen sertifikat batch program kamu pilih sesuai minat karier xd data engineer for entry level xd qa engineer for entry level xd copywriting for entry level content strategist
1794673234052580096,ask info mbkm dong ges studi independen bersertifikat pengen ambil fullstack website developer enaknya,pengalaman keseluruhan,1.75412767630528e+18,uibaseNG,Sun May 26 10:13:37 +0000 2024,"['ask', 'info', 'mbkm', 'dong', 'ges', 'studi', 'independen', 'bersertifikat', 'pengen', 'ambil', 'fullstack', 'website', 'developer', 'enaknya']",ask info mbkm dong ges studi independen sertifikat ken ambil fullstack website developer enak
1713572841021629952,haloo magang selama aku daftar lebih sulit studi independen tahap seleksinya cukup banyak kalau studi independen biasanya mengerjakan psikotes,pengalaman keseluruhan,1.11187382653763e+18,UrSourceCode,Sun May 26 06:00:38 +0000 2024,"['haloo', 'magang', 'selama', 'aku', 'daftar', 'lebih', 'sulit', 'studi', 'independen', 'tahap', 'seleksinya', 'cukup', 'banyak', 'kalau', 'studi', 'independen', 'biasanya', 'mengerjakan', 'psikotes']",haloo magang lama aku daftar lebih sulit studi independen tahap seleksi cukup banyak kalau studi independen biasa kerja psikotes
1663204831643970048,msib aku ikut studi independen digital marketing power academy kalo magang aku magang mandiri pt pal indonesia,pengalaman keseluruhan,1.36700755017284e+18,hngggsss,Sun May 26 04:27:48 +0000 2024,"['msib', 'aku', 'ikut', 'studi', 'independen', 'digital', 'marketing', 'power', 'academy', 'kalo', 'magang', 'aku', 'magang', 'mandiri', 'pt', 'pal', 'indonesia']",msib aku ikut studi independen digital marketing power academy kalo magang aku magang mandiri pt pal indonesia
1794534641258619904, gaiss mau tanya rekomendasi mitra studi independen worth it bagus dongg beserta kelebihan kekurangannya apa tia,pengalaman keseluruhan,1.0460840087428e+18,collegemenfess,Sun May 26 01:02:53 +0000 2024,"['gaiss', 'mau', 'tanya', 'rekomendasi', 'mitra', 'studi', 'independen', 'worth', 'it', 'bagus', 'dongg', 'beserta', 'kelebihan', 'kekurangannya', 'apa', 'tia']",gaiss mau tanya rekomendasi mitra studi independen worth it bagus dongg serta lebih kurang apa tia
1794369452185979904,disini alumni studi independen dicoding garep dong mau nanyaâ²,pengalaman keseluruhan,1.2840614451482e+18,convomfs,Sat May 25 14:06:29 +0000 2024,"['disini', 'alumni', 'studi', 'independen', 'dicoding', 'garep', 'dong', 'mau', 'nanyaâ²']",sini alumni studi independen dicoding garep dong mau nanya
1794352743202889984,ambil studi independen ga linier sm jurusan pas lg skripsian smt yay or nayyy dips,pengalaman keseluruhan,1.17705235692551e+18,undipmenfess,Sat May 25 13:00:06 +0000 2024,"['ambil', 'studi', 'independen', 'ga', 'linier', 'sm', 'jurusan', 'pas', 'lg', 'skripsian', 'smt', 'yay', 'or', 'nayyy', 'dips']",ambil studi independen ga linier sm jurus pas lg skripsi smt yay or nayyy dips
1794335279022840064,sokin dips tim gempar proudly presents puncak acara studi independen halo tim gempar studi independen administrasi publik mengadakan puncak acara segala rangkaian hari acara studi independen rangka mempromosikan bukit cont,pengalaman keseluruhan,1.17705235692551e+18,undipmenfess,Sat May 25 11:50:42 +0000 2024,"['sokin', 'dips', 'tim', 'gempar', 'proudly', 'presents', 'puncak', 'acara', 'studi', 'independen', 'halo', 'tim', 'gempar', 'studi', 'independen', 'administrasi', 'publik', 'mengadakan', 'puncak', 'acara', 'segala', 'rangkaian', 'hari', 'acara', 'studi', 'independen', 'rangka', 'mempromosikan', 'bukit', 'cont']",sokin dips tim gempar proudly presents puncak acara studi independen halo tim gempar studi independen administrasi publik ada puncak acara segala rangkai hari acara studi independen rangka promosi bukit cont
1794324622898560000, halo disini alumni studi independen dicoding,pengalaman keseluruhan,1.0460840087428e+18,collegemenfess,Sat May 25 11:08:21 +0000 2024,"['halo', 'disini', 'alumni', 'studi', 'independen', 'dicoding']",halo sini alumni studi independen dicoding
1793844200553039872,magang studi independen bersertifikat gann,pengalaman keseluruhan,1.44514701740822e+18,yanagarago,Fri May 24 03:22:10 +0000 2024,"['magang', 'studi', 'independen', 'bersertifikat', 'gann']",magang studi independen sertifikat gann
1793844200553039872,magang studi independen bersertifikat programnya nadiem makarim,pengalaman keseluruhan,1.55079342215529e+18,suiczidal,Fri May 24 03:20:49 +0000 2024,"['magang', 'studi', 'independen', 'bersertifikat', 'programnya', 'nadiem', 'makarim']",magang studi independen sertifikat program nadiem makarim
1713572841021629952,halo kak ijin bertanya berdasarkan pengalaman kakak melihat magang studi independen peluang masuk kesulitan selama kegiatan bagaimana kakak memandangnya terimakasih,pengalaman keseluruhan,1.27378741020412e+18,BattlerUshiro67,Thu May 23 17:53:49 +0000 2024,"['halo', 'kak', 'ijin', 'bertanya', 'berdasarkan', 'pengalaman', 'kakak', 'melihat', 'magang', 'studi', 'independen', 'peluang', 'masuk', 'kesulitan', 'selama', 'kegiatan', 'bagaimana', 'kakak', 'memandangnya', 'terimakasih']",halo kak ijin tanya dasar alam kakak lihat magang studi independen peluang masuk sulit lama giat bagaimana kakak pandang terimakasih
1793646771824209920, saran dong pernah ikut studi independen stupen paling worth it apa aja sender jurusan pendidikan bahasa inggris btw,pengalaman keseluruhan,1.0460840087428e+18,collegemenfess,Thu May 23 14:14:49 +0000 2024,"['saran', 'dong', 'pernah', 'ikut', 'studi', 'independen', 'stupen', 'paling', 'worth', 'it', 'apa', 'aja', 'sender', 'jurusan', 'pendidikan', 'bahasa', 'inggris', 'btw']",saran dong pernah ikut studi independen stupen paling worth it apa aja sender jurus didik bahasa inggris btw
1793125376811820032,thanks kak buat tipsnya rencananya mau taun depan aku ambil studi independen kalau pertanyaan soal aku dm gak,pengalaman keseluruhan,7.72059887492751e+17,ltrwinters,Thu May 23 13:37:57 +0000 2024,"['thanks', 'kak', 'buat', 'tipsnya', 'rencananya', 'mau', 'taun', 'depan', 'aku', 'ambil', 'studi', 'independen', 'kalau', 'pertanyaan', 'soal', 'aku', 'dm', 'gak']",thanks kak buat tipsnya rencana mau taun depan aku ambil studi independen kalau tanya soal aku dm gak
1793627020087480064,sorry mau nanya pengumuman studi independen biasanya berapa hari terdaftar thankyouu dips,pengalaman keseluruhan,1.17705235692551e+18,undipmenfess,Thu May 23 12:56:20 +0000 2024,"['sorry', 'mau', 'nanya', 'pengumuman', 'studi', 'independen', 'biasanya', 'berapa', 'hari', 'terdaftar', 'thankyouu', 'dips']",sorry mau nanya umum studi independen biasa berapa hari daftar thankyouu dips
1719411127355099904,jokitugasxave jurnal komputer laporan studi independen,pengalaman keseluruhan,1.62437328489167e+18,wolfexave,Thu May 23 12:07:30 +0000 2024,"['jokitugasxave', 'jurnal', 'komputer', 'laporan', 'studi', 'independen']",jokitugasxave jurnal komputer lapor studi independen
1793582645542309888,bingung cari mitra msib kepoin studi independen deh pilihan trek uiux design artificial intelligence data science konversi mentoring flexible akses materi lifetime detailnya,pengalaman keseluruhan,1.17705235692551e+18,undipmenfess,Thu May 23 10:00:00 +0000 2024,"['bingung', 'cari', 'mitra', 'msib', 'kepoin', 'studi', 'independen', 'deh', 'pilihan', 'trek', 'uiux', 'design', 'artificial', 'intelligence', 'data', 'science', 'konversi', 'mentoring', 'flexible', 'akses', 'materi', 'lifetime', 'detailnya']",bingung cari mitra msib poin studi independen deh pilih trek uiux design artificial intelligence data science konversi mentoring flexible akses materi lifetime detail
1793548735223610112,punten ikut msib kali ga misalnya sender smt ikut studi independen smt mendatang mau ikut magang ga apa salah satu,pengalaman keseluruhan,1.27579774495571e+18,ipb_menfess,Thu May 23 07:45:15 +0000 2024,"['punten', 'ikut', 'msib', 'kali', 'ga', 'misalnya', 'sender', 'smt', 'ikut', 'studi', 'independen', 'smt', 'mendatang', 'mau', 'ikut', 'magang', 'ga', 'apa', 'salah', 'satu']",punten ikut msib kali ga misal sender smt ikut studi independen smt datang mau ikut magang ga apa salah satu
1793536583377009920,kalo daftar studi independen msib butuh cv gak sih guys,pengalaman keseluruhan,1.33165055951899e+18,tanyakanrl,Thu May 23 06:56:58 +0000 2024,"['kalo', 'daftar', 'studi', 'independen', 'msib', 'butuh', 'cv', 'gak', 'sih', 'guys']",kalo daftar studi independen msib butuh cv gak sih guys
1793523613959920128,mending ikut msib magang studi independen udah pernah ikut batch sebelumnya kasih alesan dong makasii,pengalaman keseluruhan,1.33165055951899e+18,tanyakanrl,Thu May 23 06:05:26 +0000 2024,"['mending', 'ikut', 'msib', 'magang', 'studi', 'independen', 'udah', 'pernah', 'ikut', 'batch', 'sebelumnya', 'kasih', 'alesan', 'dong', 'makasii']",mending ikut msib magang studi independen udah pernah ikut batch belum kasih alesan dong makasii
1793513824034949888,grouberbagi fakta keenam linkedin susun linkedin segera buat besar kemungkinan hr ngecek linkedin kamu jadiii buat sebagus mungkin linkedin msibbatch magangkampusmerdeka studiindependen,pengalaman keseluruhan,1.49995585997963e+18,groucareer,Thu May 23 05:26:37 +0000 2024,"['grouberbagi', 'fakta', 'keenam', 'linkedin', 'susun', 'linkedin', 'segera', 'buat', 'besar', 'kemungkinan', 'hr', 'ngecek', 'linkedin', 'kamu', 'jadiii', 'buat', 'sebagus', 'mungkin', 'linkedin', 'msibbatch', 'magangkampusmerdeka', 'studiindependen']",grouberbagi fakta enam linkedin susun linkedin segera buat besar mungkin hr ngecek linkedin kamu jadiii buat bagus mungkin linkedin msibbatch magangkampusmerdeka studiindependen
1793513824034949888,grouberbagi fakta kelima kalo kamu mau ikut studi independen kamu bakal belajar diajarin sama mentor eitss kamu ngga ikut magang merdeka msibbatch studiindependen mentor,pengalaman keseluruhan,1.49995585997963e+18,groucareer,Thu May 23 05:26:37 +0000 2024,"['grouberbagi', 'fakta', 'kelima', 'kalo', 'kamu', 'mau', 'ikut', 'studi', 'independen', 'kamu', 'bakal', 'belajar', 'diajarin', 'sama', 'mentor', 'eitss', 'kamu', 'ngga', 'ikut', 'magang', 'merdeka', 'msibbatch', 'studiindependen', 'mentor']",grouberbagi fakta lima kalo kamu mau ikut studi independen kamu bakal ajar diajarin sama mentor eitss kamu ngga ikut magang merdeka msibbatch studiindependen mentor
1793513824034949888,grouberbagi fakta pertama kalo kamu ikut program msib konversi sks lho grousquad jangan lupa konsultasi sama prodi masingmasing yaa sks msibbatch magangkampusmerdeka studiindependen,pengalaman keseluruhan,1.49995585997963e+18,groucareer,Thu May 23 05:26:32 +0000 2024,"['grouberbagi', 'fakta', 'pertama', 'kalo', 'kamu', 'ikut', 'program', 'msib', 'konversi', 'sks', 'lho', 'grousquad', 'jangan', 'lupa', 'konsultasi', 'sama', 'prodi', 'masingmasing', 'yaa', 'sks', 'msibbatch', 'magangkampusmerdeka', 'studiindependen']",grouberbagi fakta pertama kalo kamu ikut program msib konversi sks lho grousquad jangan lupa konsultasi sama prodi masingmasing yaa sks msibbatch magangkampusmerdeka studiindependen
1793513824034949888,mingrou dengerdenger msib batch bentar mau dibuka nihh kirakira grousquad udah tau faktafakta seputar msib check it out a thread msibbatch magangkampusmerdeka studiindependen grouyourcareer,pengalaman keseluruhan,1.49995585997963e+18,groucareer,Thu May 23 05:26:32 +0000 2024,"['mingrou', 'dengerdenger', 'msib', 'batch', 'bentar', 'mau', 'dibuka', 'nihh', 'kirakira', 'grousquad', 'udah', 'tau', 'faktafakta', 'seputar', 'msib', 'check', 'it', 'out', 'a', 'thread', 'msibbatch', 'magangkampusmerdeka', 'studiindependen', 'grouyourcareer']",mingrou dengerdenger msib batch bentar mau buka nihh kirakira grousquad udah tau faktafakta putar msib check it out a thread msibbatch magangkampusmerdeka studiindependen grouyourcareer
1793477406164219904,saran dongg buat anak psikologi mau ngambil studi independen nya kemanaa msib studiindependen mahasiswa psikologi,pengalaman keseluruhan,1.35548984168996e+18,sgthxzy,Thu May 23 03:01:49 +0000 2024,"['saran', 'dongg', 'buat', 'anak', 'psikologi', 'mau', 'ngambil', 'studi', 'independen', 'nya', 'kemanaa', 'msib', 'studiindependen', 'mahasiswa', 'psikologi']",saran dongg buat anak psikologi mau ngambil studi independen nya kemanaa msib studiindependen mahasiswa psikologi
1793472183102210048, guys msib nya pilih studi independen worth gk nyesel milih si drpd magang gk,pengalaman keseluruhan,1.0460840087428e+18,collegemenfess,Thu May 23 02:41:04 +0000 2024,"['guys', 'msib', 'nya', 'pilih', 'studi', 'independen', 'worth', 'gk', 'nyesel', 'milih', 'si', 'drpd', 'magang', 'gk']",guys msib nya pilih studi independen worth gk nyesel milih si drpd magang gk
1793439005805360128,aku open jasa bikin cvreview cv msib magang merdeka kampus mengajar studi independen buat testi dilihat media twitterhighlight ig aku yaa,pengalaman keseluruhan,1.37363522446302e+18,cvats_trusted,Thu May 23 00:29:14 +0000 2024,"['aku', 'open', 'jasa', 'bikin', 'cvreview', 'cv', 'msib', 'magang', 'merdeka', 'kampus', 'mengajar', 'studi', 'independen', 'buat', 'testi', 'dilihat', 'media', 'twitterhighlight', 'ig', 'aku', 'yaa']",aku open jasa bikin cvreview cv msib magang merdeka kampus ajar studi independen buat testi lihat media twitterhighlight ig aku yaa
1793325374845469952,studi independen msib emang segabut yaa kak ikutan stupen gegara pengen pulang kampung dirumah aja ,pengalaman keseluruhan,1.0460840087428e+18,collegemenfess,Wed May 22 16:57:42 +0000 2024,"['studi', 'independen', 'msib', 'emang', 'segabut', 'yaa', 'kak', 'ikutan', 'stupen', 'gegara', 'pengen', 'pulang', 'kampung', 'dirumah', 'aja']",studi independen msib emang segabut yaa kak ikut stupen gegara ken pulang kampung rumah aja
1793256917625939968, guys mau tanya mbkm kita pilih mitra magang studi independen berbarengan apa klo msib n msib gimana mohon pencerahannya,pengalaman keseluruhan,1.0460840087428e+18,collegemenfess,Wed May 22 12:25:40 +0000 2024,"['guys', 'mau', 'tanya', 'mbkm', 'kita', 'pilih', 'mitra', 'magang', 'studi', 'independen', 'berbarengan', 'apa', 'klo', 'msib', 'n', 'msib', 'gimana', 'mohon', 'pencerahannya']",guys mau tanya mbkm kita pilih mitra magang studi independen bareng apa klo msib n msib gimana mohon cerah
1793166278007680000,kalau ormawa mau ikut pasar dibuat ala ala startup forprofit tetep aja gaakan nyaingi program magang studi independen dikelola profesional,pengalaman keseluruhan,1579823628.0,_haykalhanif,Wed May 22 11:53:32 +0000 2024,"['kalau', 'ormawa', 'mau', 'ikut', 'pasar', 'dibuat', 'ala', 'ala', 'startup', 'forprofit', 'tetep', 'aja', 'gaakan', 'nyaingi', 'program', 'magang', 'studi', 'independen', 'dikelola', 'profesional']",kalau ormawa mau ikut pasar buat ala ala startup forprofit tetep aja gaakan nyaingi program magang studi independen kelola profesional
1793248292102609920,mau daftar studi independen buat nambah ilmu mbkm kamu ditolak karna kurang ilmunya,pengalaman keseluruhan,4134068534.0,dokjauriel,Wed May 22 11:51:24 +0000 2024,"['mau', 'daftar', 'studi', 'independen', 'buat', 'nambah', 'ilmu', 'mbkm', 'kamu', 'ditolak', 'karna', 'kurang', 'ilmunya']",mau daftar studi independen buat nambah ilmu mbkm kamu tolak karna kurang ilmu
1793213346860430080,hai haiii kalau daftar gas gak sih kakk,pengalaman keseluruhan,1.62063788852972e+18,startupcampusid,Wed May 22 10:57:41 +0000 2024,"['hai', 'haiii', 'kalau', 'daftar', 'gas', 'gak', 'sih', 'kakk']",hai haiii kalau daftar gas gak sih kakk
1793229874175569920,biasanya wfh studi independen nder iiw,pengalaman keseluruhan,1.0690030546225e+18,strwbrymoonjwan,Wed May 22 10:43:48 +0000 2024,"['biasanya', 'wfh', 'studi', 'independen', 'nder', 'iiw']",biasa wfh studi independen nder iiw
1793229459543450112,wait wait wait kan stupen masa alasannya cukup ilmu gw ikut studi independen cukup ilmu,pengalaman keseluruhan,1.12460945299537e+18,BaronBram,Wed May 22 10:36:34 +0000 2024,"['wait', 'wait', 'wait', 'kan', 'stupen', 'masa', 'alasannya', 'cukup', 'ilmu', 'gw', 'ikut', 'studi', 'independen', 'cukup', 'ilmu']",wait wait wait kan stupen masa alas cukup ilmu gw ikut studi independen cukup ilmu
1792465683336630016,info selengkapnya,pengalaman keseluruhan,1.62063788852972e+18,startupcampusid,Wed May 22 10:34:02 +0000 2024,"['info', 'selengkapnya']",info lengkap
1793196008496580096,mjb kak cuma mau kasih semangat semoga lancar daftarnyaa,pengalaman keseluruhan,1.62063788852972e+18,startupcampusid,Wed May 22 10:31:20 +0000 2024,"['mjb', 'kak', 'cuma', 'mau', 'kasih', 'semangat', 'semoga', 'lancar', 'daftarnyaa']",mjb kak cuma mau kasih semangat moga lancar daftarnyaa
1793206336425169920,bantu mengaminkan,pengalaman keseluruhan,1.62063788852972e+18,startupcampusid,Wed May 22 10:29:53 +0000 2024,"['bantu', 'mengaminkan']",bantu amin
1793214105249250048,ikut mengaminkan daftar msib studi independen startup campus ayo kakk kalau ikut assessment kesempatan golden ticket loh sini kepoin dulu,pengalaman keseluruhan,1.62063788852972e+18,startupcampusid,Wed May 22 10:28:24 +0000 2024,"['ikut', 'mengaminkan', 'daftar', 'msib', 'studi', 'independen', 'startup', 'campus', 'ayo', 'kakk', 'kalau', 'ikut', 'assessment', 'kesempatan', 'golden', 'ticket', 'loh', 'sini', 'kepoin', 'dulu']",ikut amin daftar msib studi independen startup campus ayo kakk kalau ikut assessment sempat golden ticket loh sini poin dulu
1793221956302759936,ikut studi independen biar multitasking kak sini kepoin stupen startup campus,pengalaman keseluruhan,1.62063788852972e+18,startupcampusid,Wed May 22 10:27:17 +0000 2024,"['ikut', 'studi', 'independen', 'biar', 'multitasking', 'kak', 'sini', 'kepoin', 'stupen', 'startup', 'campus']",ikut studi independen biar multitasking kak sini poin stupen startup campus
1792898562176719872,program menarik mahasiwa msib magang studi independen bersertifikat pertukaran mahasiswa merdeka program kampus mengajar wirausaha mandiri kurang apa coba,pengalaman keseluruhan,18598424.0,ndorokakung,Tue May 21 13:36:07 +0000 2024,"['program', 'menarik', 'mahasiwa', 'msib', 'magang', 'studi', 'independen', 'bersertifikat', 'pertukaran', 'mahasiswa', 'merdeka', 'program', 'kampus', 'mengajar', 'wirausaha', 'mandiri', 'kurang', 'apa', 'coba']",program tarik mahasiwa msib magang studi independen sertifikat tukar mahasiswa merdeka program kampus ajar wirausaha mandiri kurang apa coba
1792900009652080128,aku emang jujur gamau magang dulu emang pengen studi independen dulu biar dapet skillnya baru ntar magang msib soalnya takut kalo magang tiba tiba kerjain jobdesknya padahal ntar diajarin sih katanya,pengalaman keseluruhan,1.75776281400406e+18,8eyound1nfinite,Tue May 21 13:20:08 +0000 2024,"['aku', 'emang', 'jujur', 'gamau', 'magang', 'dulu', 'emang', 'pengen', 'studi', 'independen', 'dulu', 'biar', 'dapet', 'skillnya', 'baru', 'ntar', 'magang', 'msib', 'soalnya', 'takut', 'kalo', 'magang', 'tiba', 'tiba', 'kerjain', 'jobdesknya', 'padahal', 'ntar', 'diajarin', 'sih', 'katanya']",aku emang jujur gamau magang dulu emang ken studi independen dulu biar dapet skillnya baru ntar magang msib soal takut kalo magang tiba tiba kerjain jobdesknya padahal ntar diajarin sih kata
1792866970607439872,bahkan membantu instansi tersebut nah bikin aku ragu buat ikut program kampus merdeka tuh aku takut capek kalo magang sekarang sih deket banget kampus didepan kampus aku bangunannya cuma kan kalo ikut msibpmmstudi independenkampus mengajar jauh,pengalaman keseluruhan,1.43437727034122e+18,kantiiiiiiiiiii,Tue May 21 10:36:12 +0000 2024,"['bahkan', 'membantu', 'instansi', 'tersebut', 'nah', 'bikin', 'aku', 'ragu', 'buat', 'ikut', 'program', 'kampus', 'merdeka', 'tuh', 'aku', 'takut', 'capek', 'kalo', 'magang', 'sekarang', 'sih', 'deket', 'banget', 'kampus', 'didepan', 'kampus', 'aku', 'bangunannya', 'cuma', 'kan', 'kalo', 'ikut', 'msibpmmstudi', 'independenkampus', 'mengajar', 'jauh']",bahkan bantu instansi sebut nah bikin aku ragu buat ikut program kampus merdeka tuh aku takut capek kalo magang sekarang sih deket banget kampus depan kampus aku bangun cuma kan kalo ikut msibpmmstudi independenkampus ajar jauh
1792866970607439872,aku tuh kan magang gaes pemerintah kota nah sebenernya aku tuh pingin ikut program pertukaran pelajar msib kampus mengajar studi independen jujur aku ragu soalnya magang pemerintah aja ribet ibarat aku kerja orang serius ga,pengalaman keseluruhan,1.43437727034122e+18,kantiiiiiiiiiii,Tue May 21 10:36:10 +0000 2024,"['aku', 'tuh', 'kan', 'magang', 'gaes', 'pemerintah', 'kota', 'nah', 'sebenernya', 'aku', 'tuh', 'pingin', 'ikut', 'program', 'pertukaran', 'pelajar', 'msib', 'kampus', 'mengajar', 'studi', 'independen', 'jujur', 'aku', 'ragu', 'soalnya', 'magang', 'pemerintah', 'aja', 'ribet', 'ibarat', 'aku', 'kerja', 'orang', 'serius', 'ga']",aku tuh kan magang gaes perintah kota nah sebenernya aku tuh pingin ikut program tukar ajar msib kampus ajar studi independen jujur aku ragu soal magang perintah aja ribet ibarat aku kerja orang serius ga
1792851398360760064,aku studi independen dulu terus semester depannya baru msib udah mulai dapet banyak offering abis stupen,pengalaman keseluruhan,1.27586519276564e+18,keetahui,Tue May 21 09:38:50 +0000 2024,"['aku', 'studi', 'independen', 'dulu', 'terus', 'semester', 'depannya', 'baru', 'msib', 'udah', 'mulai', 'dapet', 'banyak', 'offering', 'abis', 'stupen']",aku studi independen dulu terus semester depan baru msib udah mulai dapet banyak offering abis stupen
